Time,Indicator,Amount
2024-09-01,Value Added Tax (VAT),151332.3
2024-10-01,Value Added Tax (VAT),202900.3
2024-11-01,Value Added Tax (VAT),248238.2
2024-12-01,Value Added Tax (VAT),304080.2
2025-01-01,Value Added Tax (VAT),365346.6
2000-03-01,Domestic Debt,201463.22
2000-06-01,Domestic Debt,206127.0
2000-07-01,Domestic Debt,202362.0
2000-08-01,Domestic Debt,196584.0
2000-09-01,Domestic Debt,195520.0
2000-10-01,Domestic Debt,195564.0
2000-11-01,Domestic Debt,195906.0
2000-12-01,Domestic Debt,192665.3
2001-01-01,Domestic Debt,193332.95
2001-02-01,Domestic Debt,199537.27
2001-03-01,Domestic Debt,200622.58
2001-04-01,Domestic Debt,210581.44
2001-05-01,Domestic Debt,202880.88
2001-06-01,Domestic Debt,211812.6
2001-07-01,Domestic Debt,205012.0
2001-08-01,Domestic Debt,214767.0
2001-09-01,Domestic Debt,219165.0
2001-10-01,Domestic Debt,225952.0
2001-11-01,Domestic Debt,217524.0
2001-12-01,Domestic Debt,221984.0
2002-01-01,Domestic Debt,222711.0
2002-02-01,Domestic Debt,227581.0
2002-03-01,Domestic Debt,229167.0
2002-04-01,Domestic Debt,233149.0
2002-05-01,Domestic Debt,231773.0
2002-06-01,Domestic Debt,235991.0
2002-07-01,Domestic Debt,242102.05
2002-08-01,Domestic Debt,247168.98
2002-09-01,Domestic Debt,250808.6
2002-10-01,Domestic Debt,251196.67
2002-11-01,Domestic Debt,255192.66
2002-12-01,Domestic Debt,259828.23
2003-01-01,Domestic Debt,263986.33
2003-02-01,Domestic Debt,264193.21
2003-03-01,Domestic Debt,270716.28
2003-04-01,Domestic Debt,276083.44
2003-05-01,Domestic Debt,280928.98
2003-06-01,Domestic Debt,289376.97
2003-07-01,Domestic Debt,292277.47
2003-08-01,Domestic Debt,295494.51
2003-09-01,Domestic Debt,303252.05
2003-10-01,Domestic Debt,301918.96
2003-11-01,Domestic Debt,303548.41
2003-12-01,Domestic Debt,301190.58
2004-01-01,Domestic Debt,299701.26
2004-02-01,Domestic Debt,300907.92
2004-03-01,Domestic Debt,302023.58
2004-04-01,Domestic Debt,301177.37
2004-05-01,Domestic Debt,299347.29
2004-06-01,Domestic Debt,306234.66
2004-07-01,Domestic Debt,303462.12
2004-08-01,Domestic Debt,301678.34
2004-09-01,Domestic Debt,299745.58
2004-10-01,Domestic Debt,301541.3
2004-11-01,Domestic Debt,302543.91
2004-12-01,Domestic Debt,295374.44
2005-01-01,Domestic Debt,291222.66
2005-02-01,Domestic Debt,292227.33
2005-03-01,Domestic Debt,296330.22
2005-04-01,Domestic Debt,307160.62
2005-05-01,Domestic Debt,304975.65
2005-06-01,Domestic Debt,315572.5
2005-07-01,Domestic Debt,324027.42
2005-08-01,Domestic Debt,325380.53
2005-09-01,Domestic Debt,328799.98
2005-10-01,Domestic Debt,332725.65
2005-11-01,Domestic Debt,333501.48
2005-12-01,Domestic Debt,335001.89
2006-01-01,Domestic Debt,333950.84
2006-02-01,Domestic Debt,338613.23
2006-03-01,Domestic Debt,346064.04
2006-04-01,Domestic Debt,348220.36
2006-05-01,Domestic Debt,349489.93
2006-06-01,Domestic Debt,357838.95
2006-07-01,Domestic Debt,364835.71
2006-08-01,Domestic Debt,367963.31
2006-09-01,Domestic Debt,371591.47
2006-10-01,Domestic Debt,375524.02
2006-11-01,Domestic Debt,381034.85
2006-12-01,Domestic Debt,385121.22
2007-01-01,Domestic Debt,378127.61
2007-02-01,Domestic Debt,385824.93
2007-03-01,Domestic Debt,386287.74
2007-04-01,Domestic Debt,390491.89
2007-05-01,Domestic Debt,390795.61
2007-06-01,Domestic Debt,404690.11
2007-07-01,Domestic Debt,410229.01
2007-08-01,Domestic Debt,415915.04
2007-09-01,Domestic Debt,426821.36
2007-10-01,Domestic Debt,418488.14
2007-11-01,Domestic Debt,426062.44
2007-12-01,Domestic Debt,438059.11
2008-01-01,Domestic Debt,432183.9
2008-02-01,Domestic Debt,434621.39
2008-03-01,Domestic Debt,444736.37
2008-04-01,Domestic Debt,437870.94
2008-05-01,Domestic Debt,442684.75
2008-06-01,Domestic Debt,430611.73
2008-07-01,Domestic Debt,428148.13
2008-08-01,Domestic Debt,433489.36
2008-09-01,Domestic Debt,449333.84
2008-10-01,Domestic Debt,454685.97
2008-11-01,Domestic Debt,451392.1
2008-12-01,Domestic Debt,456227.91
2009-01-01,Domestic Debt,454266.44
2009-02-01,Domestic Debt,478896.43
2009-03-01,Domestic Debt,474749.81
2009-04-01,Domestic Debt,497450.16
2009-05-01,Domestic Debt,489234.39
2009-06-01,Domestic Debt,518346.15
2009-07-01,Domestic Debt,530400.97
2009-08-01,Domestic Debt,547182.36
2009-09-01,Domestic Debt,550613.8
2009-10-01,Domestic Debt,567125.13
2009-11-01,Domestic Debt,562926.79
2009-12-01,Domestic Debt,588970.31
2010-01-01,Domestic Debt,580721.47
2010-02-01,Domestic Debt,607512.61
2010-03-01,Domestic Debt,639116.32
2010-04-01,Domestic Debt,653614.42
2010-05-01,Domestic Debt,650261.96
2010-06-01,Domestic Debt,660267.68
2010-07-01,Domestic Debt,667803.42
2010-08-01,Domestic Debt,698047.35
2010-09-01,Domestic Debt,704702.77
2010-10-01,Domestic Debt,696132.65
2010-11-01,Domestic Debt,711448.98
2010-12-01,Domestic Debt,720207.97
2011-01-01,Domestic Debt,730197.77
2011-02-01,Domestic Debt,746670.28
2011-03-01,Domestic Debt,754048.1
2011-04-01,Domestic Debt,735460.06
2011-05-01,Domestic Debt,746574.73
2011-06-01,Domestic Debt,764222.8
2011-07-01,Domestic Debt,781713.03
2011-08-01,Domestic Debt,776852.6
2011-09-01,Domestic Debt,764274.59
2011-10-01,Domestic Debt,794565.56
2011-11-01,Domestic Debt,803894.34
2011-12-01,Domestic Debt,799880.06
2012-01-01,Domestic Debt,809278.11
2012-02-01,Domestic Debt,877292.72
2012-03-01,Domestic Debt,887871.4
2012-04-01,Domestic Debt,896036.72
2012-05-01,Domestic Debt,889056.81
2012-06-01,Domestic Debt,858829.55
2012-07-01,Domestic Debt,872160.52
2012-08-01,Domestic Debt,901934.27
2012-09-01,Domestic Debt,922196.19
2012-10-01,Domestic Debt,929321.62
2012-11-01,Domestic Debt,958438.68
2012-12-01,Domestic Debt,971265.44
2013-01-01,Domestic Debt,978335.91
2013-02-01,Domestic Debt,943750.18
2013-03-01,Domestic Debt,981910.93
2013-04-01,Domestic Debt,1065609.39
2013-05-01,Domestic Debt,1074797.69
2013-06-01,Domestic Debt,1050628.57
2013-07-01,Domestic Debt,1078604.0
2013-08-01,Domestic Debt,1116676.22
2013-09-01,Domestic Debt,1168115.36
2013-10-01,Domestic Debt,1174782.27
2013-11-01,Domestic Debt,1170053.22
2013-12-01,Domestic Debt,1189182.59
2014-01-01,Domestic Debt,1200901.86
2014-02-01,Domestic Debt,1229416.28
2014-03-01,Domestic Debt,1231183.1
2014-04-01,Domestic Debt,1216759.23
2014-05-01,Domestic Debt,1232041.55
2014-06-01,Domestic Debt,1284327.25
2014-07-01,Domestic Debt,1296444.73
2014-08-01,Domestic Debt,1281093.66
2014-09-01,Domestic Debt,1260874.56
2014-10-01,Domestic Debt,1254913.42
2014-11-01,Domestic Debt,1303363.31
2014-12-01,Domestic Debt,1307748.71
2015-01-01,Domestic Debt,1334642.8
2015-02-01,Domestic Debt,1353302.65
2015-03-01,Domestic Debt,1397125.72
2015-04-01,Domestic Debt,1415431.51
2015-05-01,Domestic Debt,1407811.19
2015-06-01,Domestic Debt,1420444.38
2015-07-01,Domestic Debt,1418568.23
2015-08-01,Domestic Debt,1403100.2
2015-09-01,Domestic Debt,1388262.31
2015-10-01,Domestic Debt,1454245.39
2015-11-01,Domestic Debt,1516373.47
2015-12-01,Domestic Debt,1540017.0
2016-01-01,Domestic Debt,1522769.88
2016-02-01,Domestic Debt,1605227.98
2016-03-01,Domestic Debt,1646527.48
2016-04-01,Domestic Debt,1689039.25
2016-05-01,Domestic Debt,1750326.78
2016-06-01,Domestic Debt,1815470.5
2016-07-01,Domestic Debt,1808641.64
2016-08-01,Domestic Debt,1815930.73
2016-09-01,Domestic Debt,1854554.56
2016-10-01,Domestic Debt,1872102.82
2016-11-01,Domestic Debt,1918656.99
2016-12-01,Domestic Debt,1930855.01
2017-01-01,Domestic Debt,1894094.99
2017-02-01,Domestic Debt,1901820.24
2017-03-01,Domestic Debt,1944953.4
2017-04-01,Domestic Debt,1979865.65
2017-05-01,Domestic Debt,2045471.63
2017-06-01,Domestic Debt,2111710.44
2017-07-01,Domestic Debt,2123788.59
2017-08-01,Domestic Debt,2135933.94
2017-09-01,Domestic Debt,2172835.14
2017-10-01,Domestic Debt,2188509.46
2017-11-01,Domestic Debt,2228429.02
2017-12-01,Domestic Debt,2220345.35
2018-01-01,Domestic Debt,2247295.02
2018-02-01,Domestic Debt,2338213.71
2018-03-01,Domestic Debt,2371650.53
2018-04-01,Domestic Debt,2415234.64
2018-05-01,Domestic Debt,2447575.21
2018-06-01,Domestic Debt,2478835.09
2018-07-01,Domestic Debt,2513046.5
2018-08-01,Domestic Debt,2493706.78
2018-09-01,Domestic Debt,2540833.73
2018-10-01,Domestic Debt,2535751.88
2018-11-01,Domestic Debt,2563418.63
2018-12-01,Domestic Debt,2548768.78
2019-01-01,Domestic Debt,2604189.4
2019-02-01,Domestic Debt,2690972.03
2019-03-01,Domestic Debt,2702933.27
2019-04-01,Domestic Debt,2740905.64
2019-05-01,Domestic Debt,2772613.71
2019-06-01,Domestic Debt,2785483.13
2019-07-01,Domestic Debt,2843666.89
2019-08-01,Domestic Debt,2875502.65
2019-09-01,Domestic Debt,2851639.21
2019-10-01,Domestic Debt,2897141.36
2019-11-01,Domestic Debt,2917362.28
2019-12-01,Domestic Debt,2942103.54
2020-01-01,Domestic Debt,3003700.3
2020-02-01,Domestic Debt,3040964.55
2020-03-01,Domestic Debt,3070189.37
2020-04-01,Domestic Debt,3119415.8
2020-05-01,Domestic Debt,3153143.94
2020-06-01,Domestic Debt,3178421.28
2020-07-01,Domestic Debt,3273551.44
2020-08-01,Domestic Debt,3402500.73
2020-09-01,Domestic Debt,3457106.5
2020-10-01,Domestic Debt,3457644.63
2020-11-01,Domestic Debt,3482653.56
2020-12-01,Domestic Debt,3488541.18
2021-01-01,Domestic Debt,3532561.52
2021-02-01,Domestic Debt,3531182.93
2021-03-01,Domestic Debt,3569840.57
2021-04-01,Domestic Debt,3632914.8
2021-05-01,Domestic Debt,3686891.72
2021-06-01,Domestic Debt,3697093.18
2021-07-01,Domestic Debt,3792146.89
2021-08-01,Domestic Debt,3864875.78
2021-09-01,Domestic Debt,3937777.45
2021-10-01,Domestic Debt,3959523.3
2021-11-01,Domestic Debt,4008077.3
2021-12-01,Domestic Debt,4032368.18
2022-01-01,Domestic Debt,4110120.51
2022-02-01,Domestic Debt,4181420.48
2022-03-01,Domestic Debt,4191771.0
2022-04-01,Domestic Debt,4226843.4
2022-05-01,Domestic Debt,4268656.81
2022-06-01,Domestic Debt,4288332.96
2022-07-01,Domestic Debt,4310691.54
2022-08-01,Domestic Debt,4335273.44
2022-09-01,Domestic Debt,4366278.69
2022-10-01,Domestic Debt,4386094.34
2022-11-01,Domestic Debt,4435937.16
2022-12-01,Domestic Debt,4472838.52
2023-01-01,Domestic Debt,4501714.13
2023-02-01,Domestic Debt,4551561.27
2023-03-01,Domestic Debt,4539592.17
2023-04-01,Domestic Debt,4542350.542
2023-05-01,Domestic Debt,4549646.531
2023-06-01,Domestic Debt,4832112.06
2023-07-01,Domestic Debt,4873527.312
2023-08-01,Domestic Debt,4912338.928
2023-09-01,Domestic Debt,4914606.168
2023-10-01,Domestic Debt,4913029.444
2023-11-01,Domestic Debt,4990750.731
2023-12-01,Domestic Debt,5050108.539
2024-01-01,Domestic Debt,5050442.003
2024-02-01,Domestic Debt,5200211.069
2024-03-01,Domestic Debt,5235188.41
2024-04-01,Domestic Debt,5323712.779
2024-05-01,Domestic Debt,5319887.458
2024-06-01,Domestic Debt,5410300.0
2024-07-01,Domestic Debt,5452995.533
2024-08-01,Domestic Debt,5558345.45
2024-09-01,Domestic Debt,5601710.323
2024-10-01,Domestic Debt,5693535.561
2024-11-01,Domestic Debt,5809298.296
2024-12-01,Domestic Debt,5868273.16
2025-01-01,Domestic Debt,5927805.265
2025-02-01,Domestic Debt,6062699.973
2025-03-01,Domestic Debt,6126697.86
2025-04-01,Domestic Debt,6164101.751
2000-03-01,External Debt,396800.0
2000-06-01,External Debt,395694.0
2000-07-01,External Debt,394667.37
2000-08-01,External Debt,395710.06
2000-09-01,External Debt,399798.72
2000-10-01,External Debt,400203.03
2000-11-01,External Debt,400714.45
2000-12-01,External Debt,405355.31
2001-01-01,External Debt,403645.68
2001-02-01,External Debt,402555.4
2001-03-01,External Debt,403373.54
2001-04-01,External Debt,402308.31
2001-05-01,External Debt,408100.64
2001-06-01,External Debt,393978.0
2001-07-01,External Debt,393491.36
2001-08-01,External Debt,392335.83
2001-09-01,External Debt,392052.74
2001-10-01,External Debt,389276.05
2001-11-01,External Debt,386971.92
2001-12-01,External Debt,384302.58
2002-01-01,External Debt,382302.84
2002-02-01,External Debt,381497.47
2002-03-01,External Debt,380169.06
2002-04-01,External Debt,378475.98
2002-05-01,External Debt,378594.34
2002-06-01,External Debt,377748.0
2002-07-01,External Debt,376712.94
2002-08-01,External Debt,376868.51
2002-09-01,External Debt,375034.19
2002-10-01,External Debt,373140.09
2002-11-01,External Debt,371334.71
2002-12-01,External Debt,369729.83
2003-01-01,External Debt,369051.09
2003-02-01,External Debt,367469.4
2003-03-01,External Debt,364904.26
2003-04-01,External Debt,363605.43
2003-05-01,External Debt,361731.2
2003-06-01,External Debt,407053.0
2003-07-01,External Debt,398532.85
2003-08-01,External Debt,397991.28
2003-09-01,External Debt,411067.0
2003-10-01,External Debt,409359.85
2003-11-01,External Debt,406592.25
2003-12-01,External Debt,410149.0
2004-01-01,External Debt,409158.26
2004-02-01,External Debt,407417.62
2004-03-01,External Debt,412036.08
2004-04-01,External Debt,409950.33
2004-05-01,External Debt,408547.54
2004-06-01,External Debt,443157.43
2004-07-01,External Debt,444611.0
2004-08-01,External Debt,444460.66
2004-09-01,External Debt,454438.56
2004-10-01,External Debt,454539.95
2004-11-01,External Debt,454664.42
2004-12-01,External Debt,439992.95
2005-01-01,External Debt,446226.13
2005-02-01,External Debt,445544.58
2005-03-01,External Debt,424857.08
2005-04-01,External Debt,424345.69
2005-05-01,External Debt,423476.45
2005-06-01,External Debt,433975.65
2005-07-01,External Debt,435399.9
2005-08-01,External Debt,434850.69
2005-09-01,External Debt,418860.33
2005-10-01,External Debt,418417.49
2005-11-01,External Debt,417897.89
2005-12-01,External Debt,408601.92
2006-01-01,External Debt,407544.63
2006-02-01,External Debt,407132.44
2006-03-01,External Debt,407003.71
2006-04-01,External Debt,406531.77
2006-05-01,External Debt,406493.69
2006-06-01,External Debt,431236.83
2006-07-01,External Debt,430667.84
2006-08-01,External Debt,431095.63
2006-09-01,External Debt,422647.93
2006-10-01,External Debt,424414.09
2006-11-01,External Debt,424933.07
2006-12-01,External Debt,407742.55
2007-01-01,External Debt,417467.73
2007-02-01,External Debt,416510.41
2007-03-01,External Debt,409055.74
2007-04-01,External Debt,420265.23
2007-05-01,External Debt,419743.45
2007-06-01,External Debt,396564.0
2007-07-01,External Debt,410512.75
2007-08-01,External Debt,409066.12
2007-09-01,External Debt,408680.79
2007-10-01,External Debt,419738.84
2007-11-01,External Debt,424243.21
2007-12-01,External Debt,406923.0
2008-01-01,External Debt,424205.02
2008-02-01,External Debt,425976.18
2008-03-01,External Debt,425086.89
2008-04-01,External Debt,425992.78
2008-05-01,External Debt,429644.66
2008-06-01,External Debt,439967.0
2008-07-01,External Debt,432808.95
2008-08-01,External Debt,433670.73
2008-09-01,External Debt,432954.02
2008-10-01,External Debt,434487.59
2008-11-01,External Debt,450248.35
2008-12-01,External Debt,516671.33
2009-01-01,External Debt,512475.65
2009-02-01,External Debt,514635.34
2009-03-01,External Debt,513623.0
2009-04-01,External Debt,511981.59
2009-05-01,External Debt,517929.1
2009-06-01,External Debt,535143.7
2009-07-01,External Debt,532144.51
2009-08-01,External Debt,530075.39
2009-09-01,External Debt,524982.6
2009-10-01,External Debt,523899.66
2009-11-01,External Debt,521232.48
2009-12-01,External Debt,588970.31
2010-01-01,External Debt,525552.75
2010-02-01,External Debt,525369.18
2010-03-01,External Debt,538157.99
2010-04-01,External Debt,537424.84
2010-05-01,External Debt,541976.71
2010-06-01,External Debt,565452.0
2010-07-01,External Debt,562941.95
2010-08-01,External Debt,566166.88
2010-09-01,External Debt,594223.0
2010-10-01,External Debt,598080.46
2010-11-01,External Debt,599251.46
2010-12-01,External Debt,599930.46
2011-01-01,External Debt,615604.98
2011-02-01,External Debt,630400.03
2011-03-01,External Debt,642847.92
2011-04-01,External Debt,652675.73
2011-05-01,External Debt,675887.12
2011-06-01,External Debt,722888.0
2011-07-01,External Debt,744486.6
2011-08-01,External Debt,768510.85
2011-09-01,External Debt,799834.03
2011-10-01,External Debt,810011.6
2011-11-01,External Debt,728645.25
2011-12-01,External Debt,685607.92
2012-01-01,External Debt,686718.48
2012-02-01,External Debt,663050.0
2012-03-01,External Debt,676330.0
2012-04-01,External Debt,700900.0
2012-05-01,External Debt,721040.0
2012-06-01,External Debt,763971.0
2012-07-01,External Debt,767390.0
2012-08-01,External Debt,771760.0
2012-09-01,External Debt,802457.33
2012-10-01,External Debt,812307.84
2012-11-01,External Debt,824583.12
2012-12-01,External Debt,821972.82
2013-01-01,External Debt,833609.46
2013-02-01,External Debt,826267.68
2013-03-01,External Debt,812700.17
2013-04-01,External Debt,816796.56
2013-05-01,External Debt,832238.14
2013-06-01,External Debt,800025.0
2013-07-01,External Debt,875230.0
2013-08-01,External Debt,887560.0
2013-09-01,External Debt,889313.51
2013-10-01,External Debt,887991.23
2013-11-01,External Debt,912234.31
2013-12-01,External Debt,922369.15
2014-01-01,External Debt,920500.71
2014-02-01,External Debt,937328.35
2014-03-01,External Debt,940402.99
2014-04-01,External Debt,950981.15
2014-05-01,External Debt,957893.23
2014-06-01,External Debt,1138505.0
2014-07-01,External Debt,1089655.77
2014-08-01,External Debt,1090984.32
2014-09-01,External Debt,1087827.67
2014-10-01,External Debt,1088832.15
2014-11-01,External Debt,1088951.54
2014-12-01,External Debt,1170696.28
2015-01-01,External Debt,1163350.79
2015-02-01,External Debt,1296748.46
2015-03-01,External Debt,1278107.87
2015-04-01,External Debt,1326835.19
2015-05-01,External Debt,1381156.98
2015-06-01,External Debt,1423253.0
2015-07-01,External Debt,1473143.7
2015-08-01,External Debt,1530678.61
2015-09-01,External Debt,1550232.74
2015-10-01,External Debt,1490713.76
2015-11-01,External Debt,1562515.56
2015-12-01,External Debt,1615184.2
2016-01-01,External Debt,1654744.49
2016-02-01,External Debt,1646555.21
2016-03-01,External Debt,1665578.04
2016-04-01,External Debt,1685269.16
2016-05-01,External Debt,1680631.83
2016-06-01,External Debt,1796198.0
2016-07-01,External Debt,1797696.38
2016-08-01,External Debt,1803260.48
2016-09-01,External Debt,1849019.87
2016-10-01,External Debt,1844474.95
2016-11-01,External Debt,1834914.33
2016-12-01,External Debt,1896443.05
2017-01-01,External Debt,1992795.15
2017-02-01,External Debt,1993173.8
2017-03-01,External Debt,2159068.94
2017-04-01,External Debt,2167254.83
2017-05-01,External Debt,2187224.33
2017-06-01,External Debt,2294153.0
2017-07-01,External Debt,2305538.33
2017-08-01,External Debt,2309775.39
2017-09-01,External Debt,2310198.99
2017-10-01,External Debt,2353124.93
2017-11-01,External Debt,2357226.48
2017-12-01,External Debt,2349284.44
2018-01-01,External Debt,2377522.47
2018-02-01,External Debt,2563074.05
2018-03-01,External Debt,2512430.94
2018-04-01,External Debt,2562178.53
2018-05-01,External Debt,2573126.23
2018-06-01,External Debt,2568398.7
2018-07-01,External Debt,2601071.15
2018-08-01,External Debt,2611403.1
2018-09-01,External Debt,2605334.58
2018-10-01,External Debt,2654689.44
2018-11-01,External Debt,2709008.39
2018-12-01,External Debt,2723734.27
2019-01-01,External Debt,2729478.57
2019-02-01,External Debt,2707287.17
2019-03-01,External Debt,2721597.46
2019-04-01,External Debt,2842481.02
2019-05-01,External Debt,2834844.04
2019-06-01,External Debt,3023139.47
2019-07-01,External Debt,3160057.46
2019-08-01,External Debt,3133543.34
2019-09-01,External Debt,3111767.28
2019-10-01,External Debt,3127601.25
2019-11-01,External Debt,3114959.69
2019-12-01,External Debt,3106822.96
2020-01-01,External Debt,3112897.95
2020-02-01,External Debt,3117038.57
2020-03-01,External Debt,3212634.23
2020-04-01,External Debt,3317330.98
2020-05-01,External Debt,3496428.84
2020-06-01,External Debt,3515812.0
2020-07-01,External Debt,3638506.49
2020-08-01,External Debt,3666321.29
2020-09-01,External Debt,3663491.22
2020-10-01,External Debt,3705644.24
2020-11-01,External Debt,3771808.47
2020-12-01,External Debt,3793285.24
2021-01-01,External Debt,3819699.66
2021-02-01,External Debt,3814288.77
2021-03-01,External Debt,3769866.74
2021-04-01,External Debt,3778131.44
2021-05-01,External Debt,3799018.81
2021-06-01,External Debt,3999542.0
2021-07-01,External Debt,4020629.3
2021-08-01,External Debt,4054862.85
2021-09-01,External Debt,4062504.78
2021-10-01,External Debt,4083124.54
2021-11-01,External Debt,4109282.85
2021-12-01,External Debt,4174371.53
2022-01-01,External Debt,4155788.44
2022-02-01,External Debt,4157763.28
2022-03-01,External Debt,4209560.22
2022-04-01,External Debt,4243534.44
2022-05-01,External Debt,4295102.46
2022-06-01,External Debt,4290775.57
2022-07-01,External Debt,4299821.2
2022-08-01,External Debt,4327930.65
2022-09-01,External Debt,4334790.82
2022-10-01,External Debt,4359569.49
2022-11-01,External Debt,4462891.06
2022-12-01,External Debt,4673144.13
2023-01-01,External Debt,4681115.48
2023-02-01,External Debt,4709715.16
2023-03-01,External Debt,4851094.8
2023-04-01,External Debt,5092502.583
2023-05-01,External Debt,5137162.585
2023-06-01,External Debt,5446560.935
2023-07-01,External Debt,5542638.321
2023-08-01,External Debt,5614091.024
2023-09-01,External Debt,5667798.528
2023-10-01,External Debt,5746316.506
2023-11-01,External Debt,5896502.32
2023-12-01,External Debt,6089584.983
2024-01-01,External Debt,6189967.467
2024-02-01,External Debt,5653894.006
2024-03-01,External Debt,5163423.34
2024-04-01,External Debt,5198811.988
2024-05-01,External Debt,5118306.595
2024-06-01,External Debt,5150839.749
2024-07-01,External Debt,5162853.57
2024-08-01,External Debt,5176101.992
2024-09-01,External Debt,5188364.909
2024-10-01,External Debt,5120314.762
2024-11-01,External Debt,5138127.07
2024-12-01,External Debt,5057005.779
2025-01-01,External Debt,5083403.446
2025-02-01,External Debt,5071505.765
2025-03-01,External Debt,5238297.333
2025-04-01,External Debt,5326268.77
2000-03-01,Total Debt,598263.22
2000-06-01,Total Debt,601821.0
2000-07-01,Total Debt,597029.37
2000-08-01,Total Debt,592294.06
2000-09-01,Total Debt,595318.72
2000-10-01,Total Debt,595767.03
2000-11-01,Total Debt,596620.45
2000-12-01,Total Debt,598020.61
2001-01-01,Total Debt,596978.63
2001-02-01,Total Debt,602092.67
2001-03-01,Total Debt,603996.12
2001-04-01,Total Debt,612889.75
2001-05-01,Total Debt,610981.52
2001-06-01,Total Debt,605790.6
2001-07-01,Total Debt,598503.36
2001-08-01,Total Debt,607102.83
2001-09-01,Total Debt,611217.74
2001-10-01,Total Debt,615228.05
2001-11-01,Total Debt,604495.92
2001-12-01,Total Debt,606286.58
2002-01-01,Total Debt,605013.84
2002-02-01,Total Debt,609078.47
2002-03-01,Total Debt,609336.06
2002-04-01,Total Debt,611624.98
2002-05-01,Total Debt,610367.34
2002-06-01,Total Debt,613739.0
2002-07-01,Total Debt,618814.99
2002-08-01,Total Debt,624037.49
2002-09-01,Total Debt,625842.79
2002-10-01,Total Debt,624336.76
2002-11-01,Total Debt,626527.37
2002-12-01,Total Debt,629558.06
2003-01-01,Total Debt,633037.42
2003-02-01,Total Debt,631662.61
2003-03-01,Total Debt,635620.54
2003-04-01,Total Debt,639688.88
2003-05-01,Total Debt,642660.18
2003-06-01,Total Debt,696429.97
2003-07-01,Total Debt,690810.32
2003-08-01,Total Debt,693485.79
2003-09-01,Total Debt,714319.05
2003-10-01,Total Debt,711278.82
2003-11-01,Total Debt,710140.65
2003-12-01,Total Debt,711339.58
2004-01-01,Total Debt,708859.52
2004-02-01,Total Debt,708325.54
2004-03-01,Total Debt,714059.66
2004-04-01,Total Debt,711127.7
2004-05-01,Total Debt,707894.83
2004-06-01,Total Debt,749392.09
2004-07-01,Total Debt,748073.12
2004-08-01,Total Debt,746138.99
2004-09-01,Total Debt,754184.14
2004-10-01,Total Debt,756081.25
2004-11-01,Total Debt,757208.33
2004-12-01,Total Debt,735367.39
2005-01-01,Total Debt,737448.8
2005-02-01,Total Debt,737771.91
2005-03-01,Total Debt,721187.3
2005-04-01,Total Debt,731506.31
2005-05-01,Total Debt,728452.1
2005-06-01,Total Debt,749548.15
2005-07-01,Total Debt,759427.32
2005-08-01,Total Debt,760231.23
2005-09-01,Total Debt,747660.31
2005-10-01,Total Debt,751143.14
2005-11-01,Total Debt,751399.38
2005-12-01,Total Debt,743603.81
2006-01-01,Total Debt,741495.47
2006-02-01,Total Debt,745745.67
2006-03-01,Total Debt,753067.75
2006-04-01,Total Debt,754752.13
2006-05-01,Total Debt,755983.63
2006-06-01,Total Debt,789075.78
2006-07-01,Total Debt,795503.56
2006-08-01,Total Debt,799058.94
2006-09-01,Total Debt,794239.41
2006-10-01,Total Debt,799938.11
2006-11-01,Total Debt,805967.92
2006-12-01,Total Debt,792863.77
2007-01-01,Total Debt,795595.34
2007-02-01,Total Debt,802335.34
2007-03-01,Total Debt,795343.48
2007-04-01,Total Debt,810757.12
2007-05-01,Total Debt,810539.06
2007-06-01,Total Debt,801254.11
2007-07-01,Total Debt,820741.77
2007-08-01,Total Debt,824981.16
2007-09-01,Total Debt,835502.14
2007-10-01,Total Debt,838226.99
2007-11-01,Total Debt,850305.66
2007-12-01,Total Debt,844982.11
2008-01-01,Total Debt,856388.92
2008-02-01,Total Debt,860597.57
2008-03-01,Total Debt,869823.26
2008-04-01,Total Debt,863863.72
2008-05-01,Total Debt,872329.41
2008-06-01,Total Debt,870578.73
2008-07-01,Total Debt,860957.07
2008-08-01,Total Debt,867160.09
2008-09-01,Total Debt,882287.86
2008-10-01,Total Debt,889173.56
2008-11-01,Total Debt,901640.45
2008-12-01,Total Debt,972899.25
2009-01-01,Total Debt,966742.1
2009-02-01,Total Debt,993531.77
2009-03-01,Total Debt,988372.81
2009-04-01,Total Debt,1009431.75
2009-05-01,Total Debt,1007163.49
2009-06-01,Total Debt,1053489.84
2009-07-01,Total Debt,1062545.48
2009-08-01,Total Debt,1077257.75
2009-09-01,Total Debt,1075596.4
2009-10-01,Total Debt,1091024.79
2009-11-01,Total Debt,1084159.26
2009-12-01,Total Debt,1177940.63
2010-01-01,Total Debt,1106274.22
2010-02-01,Total Debt,1132881.79
2010-03-01,Total Debt,1177274.31
2010-04-01,Total Debt,1191039.26
2010-05-01,Total Debt,1192238.67
2010-06-01,Total Debt,1225719.68
2010-07-01,Total Debt,1230745.37
2010-08-01,Total Debt,1264214.23
2010-09-01,Total Debt,1298925.77
2010-10-01,Total Debt,1294213.11
2010-11-01,Total Debt,1310700.44
2010-12-01,Total Debt,1320138.43
2011-01-01,Total Debt,1345802.75
2011-02-01,Total Debt,1377070.31
2011-03-01,Total Debt,1396896.02
2011-04-01,Total Debt,1388135.79
2011-05-01,Total Debt,1422461.85
2011-06-01,Total Debt,1487110.8
2011-07-01,Total Debt,1526199.63
2011-08-01,Total Debt,1545363.45
